  1.00000000E+00   -9.99382319E-01    1.46686074E-05
  2.00000000E+00   -9.98146880E-01    1.12408337E-04
  3.00000000E+00   -9.96911206E-01    2.76013539E-04
  4.00000000E+00   -9.95675142E-01    4.82132532E-04
  5.00000000E+00   -9.94438531E-01    7.13632423E-04
  6.00000000E+00   -9.93201216E-01    9.58157615E-04
  7.00000000E+00   -9.91963041E-01    1.20709180E-03
  8.00000000E+00   -9.90723848E-01    1.45470902E-03
  9.00000000E+00   -9.89483479E-01    1.69744102E-03
  1.00000000E+01   -9.88241776E-01    1.93325429E-03
  1.10000000E+01   -9.86998579E-01    2.16114613E-03
  1.20000000E+01   -9.85753728E-01    2.38076155E-03
  1.30000000E+01   -9.84507063E-01    2.59212008E-03
  1.40000000E+01   -9.83258422E-01    2.79543305E-03
  1.50000000E+01   -9.82007642E-01    2.99098949E-03
  1.60000000E+01   -9.80754560E-01    3.17909007E-03
  1.70000000E+01   -9.79499010E-01    3.36001261E-03
  1.80000000E+01   -9.78240828E-01    3.53399725E-03
  1.90000000E+01   -9.76979844E-01    3.70124315E-03
  2.00000000E+01   -9.75715891E-01    3.86191150E-03
  2.10000000E+01   -9.74448799E-01    4.01613155E-03
  2.20000000E+01   -9.73178394E-01    4.16400750E-03
  2.30000000E+01   -9.71904504E-01    4.30562458E-03
  2.40000000E+01   -9.70626954E-01    4.44105419E-03
  2.50000000E+01   -9.69345565E-01    4.57035811E-03
  2.60000000E+01   -9.68060159E-01    4.69359308E-03
  2.70000000E+01   -9.66770555E-01    4.81081629E-03
  2.80000000E+01   -9.65476569E-01    4.92209159E-03
  2.90000000E+01   -9.64178016E-01    5.02749532E-03
  3.00000000E+01   -9.62874706E-01    5.12712080E-03
  3.10000000E+01   -9.61566450E-01    5.22108104E-03
  3.20000000E+01   -9.60253054E-01    5.30950990E-03
  3.30000000E+01   -9.58934323E-01    5.39256214E-03
  3.40000000E+01   -9.57610057E-01    5.47041200E-03
  3.50000000E+01   -9.56280055E-01    5.54325044E-03
  3.60000000E+01   -9.54944112E-01    5.61128114E-03
  3.70000000E+01   -9.53602019E-01    5.67471570E-03
  3.80000000E+01   -9.52253566E-01    5.73376883E-03
  3.90000000E+01   -9.50898537E-01    5.78865459E-03
  4.00000000E+01   -9.49536714E-01    5.83958447E-03
  4.10000000E+01   -9.48167874E-01    5.88676733E-03
  4.20000000E+01   -9.46791791E-01    5.93041012E-03
  4.30000000E+01   -9.45408235E-01    5.97071803E-03
  4.40000000E+01   -9.44016971E-01    6.00789357E-03
  4.50000000E+01   -9.42617760E-01    6.04213487E-03
  4.60000000E+01   -9.41210358E-01    6.07363464E-03
  4.70000000E+01   -9.39794517E-01    6.10258101E-03
  4.80000000E+01   -9.38369985E-01    6.12916075E-03
  4.90000000E+01   -9.36936502E-01    6.15356379E-03
  5.00000000E+01   -9.35493805E-01    6.17598689E-03
  5.10000000E+01   -9.34041624E-01    6.19663384E-03
  5.20000000E+01   -9.32579685E-01    6.21571099E-03
  5.30000000E+01   -9.31107707E-01    6.23341917E-03
  5.40000000E+01   -9.29625403E-01    6.24994485E-03
  5.50000000E+01   -9.28132480E-01    6.26545294E-03
  5.60000000E+01   -9.26628637E-01    6.28008292E-03
  5.70000000E+01   -9.25113569E-01    6.29394862E-03
  5.80000000E+01   -9.23586960E-01    6.30714007E-03
  5.90000000E+01   -9.22048489E-01    6.31972530E-03
  6.00000000E+01   -9.20497829E-01    6.33175073E-03
  6.10000000E+01   -9.18934641E-01    6.34324133E-03
  6.20000000E+01   -9.17358580E-01    6.35420219E-03
  6.30000000E+01   -9.15769293E-01    6.36462216E-03
  6.40000000E+01   -9.14166418E-01    6.37447881E-03
  6.50000000E+01   -9.12549582E-01    6.38374336E-03
  6.60000000E+01   -9.10918403E-01    6.39238442E-03
  6.70000000E+01   -9.09272492E-01    6.40036995E-03
  6.80000000E+01   -9.07611446E-01    6.40766786E-03
  6.90000000E+01   -9.05934852E-01    6.41424663E-03
  7.00000000E+01   -9.04242289E-01    6.42007651E-03
  7.10000000E+01   -9.02533320E-01    6.42513057E-03
  7.20000000E+01   -9.00807498E-01    6.42938497E-03
  7.30000000E+01   -8.99064366E-01    6.43281905E-03
  7.40000000E+01   -8.97303450E-01    6.43541698E-03
  7.50000000E+01   -8.95524264E-01    6.43717170E-03
  7.60000000E+01   -8.93726311E-01    6.43809002E-03
  7.70000000E+01   -8.91909074E-01    6.43819652E-03
  7.80000000E+01   -8.90072026E-01    6.43753436E-03
  7.90000000E+01   -8.88214622E-01    6.43616201E-03
  8.00000000E+01   -8.86336301E-01    6.43414600E-03
  8.10000000E+01   -8.84436485E-01    6.43155084E-03
  8.20000000E+01   -8.82514578E-01    6.42842788E-03
  8.30000000E+01   -8.80569968E-01    6.42480587E-03
  8.40000000E+01   -8.78602020E-01    6.42068699E-03
  8.50000000E+01   -8.76610083E-01    6.41604952E-03
  8.60000000E+01   -8.74593484E-01    6.41085502E-03
  8.70000000E+01   -8.72551527E-01    6.40505795E-03
  8.80000000E+01   -8.70483496E-01    6.39861372E-03
  8.90000000E+01   -8.68388650E-01    6.39147909E-03
  9.00000000E+01   -8.66266224E-01    6.38360534E-03
  9.10000000E+01   -8.64115430E-01    6.37493338E-03
  9.20000000E+01   -8.61935449E-01    6.36539731E-03
  9.30000000E+01   -8.59725440E-01    6.35493543E-03
  9.40000000E+01   -8.57484528E-01    6.34350406E-03
  9.50000000E+01   -8.55211812E-01    6.33109005E-03
  9.60000000E+01   -8.52906359E-01    6.31771969E-03
  9.70000000E+01   -8.50567202E-01    6.30346107E-03
  9.80000000E+01   -8.48193340E-01    6.28841894E-03
  9.90000000E+01   -8.45783740E-01    6.27271960E-03
  1.00000000E+02   -8.43337327E-01    6.25648479E-03
  1.01000000E+02   -8.40852991E-01    6.23980964E-03
  1.02000000E+02   -8.38329581E-01    6.22276368E-03
  1.03000000E+02   -8.35765901E-01    6.20540691E-03
  1.04000000E+02   -8.33160715E-01    6.18780100E-03
  1.05000000E+02   -8.30512737E-01    6.17000633E-03
  1.06000000E+02   -8.27820637E-01    6.15206596E-03
  1.07000000E+02   -8.25083030E-01    6.13398693E-03
  1.08000000E+02   -8.22298481E-01    6.11572410E-03
  1.09000000E+02   -8.19465499E-01    6.09717872E-03
  1.10000000E+02   -8.16582535E-01    6.07821588E-03
  1.11000000E+02   -8.13647980E-01    6.05868629E-03
  1.12000000E+02   -8.10660161E-01    6.03844020E-03
  1.13000000E+02   -8.07617338E-01    6.01732625E-03
  1.14000000E+02   -8.04517704E-01    5.99517939E-03
  1.15000000E+02   -8.01359376E-01    5.97181179E-03
  1.16000000E+02   -7.98140397E-01    5.94702659E-03
  1.17000000E+02   -7.94858727E-01    5.92067303E-03
  1.18000000E+02   -7.91512246E-01    5.89272461E-03
  1.19000000E+02   -7.88098742E-01    5.86332069E-03
  1.20000000E+02   -7.84615915E-01    5.83274586E-03
  1.21000000E+02   -7.81061363E-01    5.80136635E-03
  1.22000000E+02   -7.77432587E-01    5.76955059E-03
  1.23000000E+02   -7.73726979E-01    5.73759356E-03
  1.24000000E+02   -7.69941821E-01    5.70567063E-03
  1.25000000E+02   -7.66074275E-01    5.67385239E-03
  1.26000000E+02   -7.62121383E-01    5.64215895E-03
  1.27000000E+02   -7.58080056E-01    5.61059454E-03
  1.28000000E+02   -7.53947071E-01    5.57915201E-03
  1.29000000E+02   -7.49719060E-01    5.54782626E-03
  1.30000000E+02   -7.45392510E-01    5.51661350E-03
  1.31000000E+02   -7.40963749E-01    5.48543366E-03
  1.32000000E+02   -7.36428942E-01    5.45412637E-03
  1.33000000E+02   -7.31784081E-01    5.42256573E-03
  1.34000000E+02   -7.27024980E-01    5.39069717E-03
  1.35000000E+02   -7.22147262E-01    5.35845345E-03
  1.36000000E+02   -7.17146353E-01    5.32561184E-03
  1.37000000E+02   -7.12017473E-01    5.29169642E-03
  1.38000000E+02   -7.06755625E-01    5.25614040E-03
  1.39000000E+02   -7.01355585E-01    5.21865231E-03
  1.40000000E+02   -6.95811893E-01    5.17925107E-03
  1.41000000E+02   -6.90118843E-01    5.13814614E-03
  1.42000000E+02   -6.84270472E-01    5.09588267E-03
  1.43000000E+02   -6.78260548E-01    5.05315637E-03
  1.44000000E+02   -6.72082562E-01    5.01013105E-03
  1.45000000E+02   -6.65729717E-01    4.96610263E-03
  1.46000000E+02   -6.59194914E-01    4.92002845E-03
  1.47000000E+02   -6.52470748E-01    4.87164661E-03
  1.48000000E+02   -6.45549495E-01    4.82160313E-03
  1.49000000E+02   -6.38423103E-01    4.77056073E-03
  1.50000000E+02   -6.31083185E-01    4.71905892E-03
  1.51000000E+02   -6.23521013E-01    4.66771219E-03
  1.52000000E+02   -6.15727511E-01    4.61724455E-03
  1.53000000E+02   -6.07693255E-01    4.56773227E-03
  1.54000000E+02   -5.99408469E-01    4.51800329E-03
  1.55000000E+02   -5.90863027E-01    4.46689433E-03
  1.56000000E+02   -5.82046464E-01    4.41401459E-03
  1.57000000E+02   -5.72947978E-01    4.35791263E-03
  1.58000000E+02   -5.63556451E-01    4.29619005E-03
  1.59000000E+02   -5.53860466E-01    4.22762016E-03
  1.60000000E+02   -5.43848335E-01    4.15156651E-03
  1.61000000E+02   -5.33508136E-01    4.06964715E-03
